norm;referenz;vorgabe_zusammenfassung;zitat;art_der_vorgabe;pflichtstaerke;sprachlicher_indikator;normadressat_kategorie;normadressat_text;quelle
SGB 11;§ 5 Absatz 1a Satz 8;Der Spitzenverband Bund der Pflegekassen muss Kriterien für die Verfahren festlegen.;Der Spitzenverband Bund der Pflegekassen legt unter Einbeziehung unabhängigen Sachverstandes die Kriterien für die Verfahren nach den Sätzen 1 bis 3 fest, insbesondere hinsichtlich des Inhalts, der Methodik, der Qualität, der wissenschaftlichen Evaluation und der Messung der Erreichung der mit den Maßnahmen verfolgten Ziele.;Handlungspflicht;muss;legt ... die Kriterien ... fest;Öffentliche Verwaltung;Der Spitzenverband Bund der Pflegekassen;https://www.gesetze-im-internet.de/sgb_11/__5.html
SGB 11;§ 5 Absatz 2 Satz 1;Die Ausgaben der Pflegekassen sollen einen bestimmten Betrag je Versicherten umfassen.;Die Ausgaben der Pflegekassen für die Wahrnehmung ihrer Aufgaben nach den Absätzen 1 und 1a sollen insgesamt im Jahr 2016 für jeden ihrer Versicherten einen Betrag von 0,30 Euro umfassen.;Handlungspflicht;soll;sollen ... umfassen;Öffentliche Verwaltung;Die Ausgaben der Pflegekassen;https://www.gesetze-im-internet.de/sgb_11/__5.html
SGB 11;§ 5 Absatz 2 Satz 2;Die Ausgaben müssen in den Folgejahren angepasst werden.;Die Ausgaben sind in den Folgejahren entsprechend der prozentualen Veränderung der monatlichen Bezugsgröße nach § 18 Absatz 1 des Vierten Buches anzupassen.;Handlungspflicht;muss;sind ... anzupassen;Öffentliche Verwaltung;Die Ausgaben;https://www.gesetze-im-internet.de/sgb_11/__5.html
SGB 11;§ 5 Absatz 2 Satz 3;Eine unterbliebene Anpassung muss im Folgejahr berücksichtigt werden.;Sind in einem Jahr die Ausgaben rundungsbedingt nicht anzupassen, ist die unterbliebene Anpassung bei der Berechnung der Anpassung der Ausgaben im Folgejahr zu berücksichtigen.;Handlungspflicht;muss;ist ... zu berücksichtigen;Öffentliche Verwaltung;die unterbliebene Anpassung;https://www.gesetze-im-internet.de/sgb_11/__5.html
SGB 11;§ 5 Absatz 3 Satz 1;Die Pflegekassen sollen zusammenarbeiten und kassenübergreifende Prävention erbringen.;Bei der Wahrnehmung ihrer Aufgaben nach den Absätzen 1 und 1a sollen die Pflegekassen zusammenarbeiten und kassenübergreifende Leistungen zur Prävention erbringen.;Handlungspflicht;soll;sollen ... zusammenarbeiten und ... erbringen;Öffentliche Verwaltung;Die Pflegekassen;https://www.gesetze-im-internet.de/sgb_11/__5.html
SGB 11;§ 5 Absatz 3 Satz 2;Eine Pflegekasse muss nicht verausgabte Mittel im Folgejahr zur Verfügung stellen.;Erreicht eine Pflegekasse den in Absatz 2 festgelegten Betrag in einem Jahr nicht, stellt sie die nicht verausgabten Mittel im Folgejahr dem Spitzenverband Bund der Pflegekassen zur Verfügung, der die Mittel nach einem von ihm festzulegenden Schlüssel auf die Pflegekassen zur Wahrnehmung der Aufgaben nach den Absätzen 1 und 1a verteilt, die Kooperationsvereinbarungen zur Durchführung kassenübergreifender Leistungen geschlossen haben.;Handlungspflicht;muss;stellt sie ... zur Verfügung;Öffentliche Verwaltung;sie;https://www.gesetze-im-internet.de/sgb_11/__5.html
SGB 11;§ 5 Absatz 4;Die Pflegekassen müssen bei den zuständigen Leistungsträgern auf frühzeitige Leistungen hinwirken.;Die Pflegekassen wirken unbeschadet ihrer Aufgaben nach den Absätzen 1 und 1a bei den zuständigen Leistungsträgern darauf hin, dass frühzeitig alle geeigneten Leistungen zur Prävention, zur Krankenbehandlung und zur medizinischen Rehabilitation eingeleitet werden, um den Eintritt von Pflegebedürftigkeit zu vermeiden.;Duldungs-/Mitwirkungspflicht;muss;wirken ... darauf hin, dass;Öffentliche Verwaltung;Die Pflegekassen;https://www.gesetze-im-internet.de/sgb_11/__5.html
SGB 11;§ 5 Absatz 5;Die Pflegekassen müssen sich an der nationalen Präventionsstrategie beteiligen.;Die Pflegekassen beteiligen sich an der nationalen Präventionsstrategie nach den §§ 20d bis 20f des Fünften Buches mit den Aufgaben nach den Absätzen 1 bis 2.;Duldungs-/Mitwirkungspflicht;muss;beteiligen sich an;Öffentliche Verwaltung;Die Pflegekassen;https://www.gesetze-im-internet.de/sgb_11/__5.html
SGB 11;§ 5 Absatz 6;Die Leistungsträger müssen Rehabilitations- und ergänzende Leistungen einsetzen und auf die Verringerung der Pflegebedürftigkeit hinwirken.;Die Leistungsträger haben im Rahmen ihres Leistungsrechts auch nach Eintritt der Pflegebedürftigkeit ihre Leistungen zur medizinischen Rehabilitation und ergänzenden Leistungen in vollem Umfang einzusetzen und darauf hinzuwirken, die Pflegebedürftigkeit zu überwinden, zu mindern sowie eine Verschlimmerung zu verhindern.;Handlungspflicht;muss;haben ... einzusetzen und darauf hinzuwirken;Öffentliche Verwaltung;Die Leistungsträger;https://www.gesetze-im-internet.de/sgb_11/__5.html
SGB 11;§ 6 Absatz 1;Die Versicherten sollen durch vorbeugendes und mitwirkendes Verhalten Pflegebedürftigkeit vermeiden helfen.;Die Versicherten sollen durch gesundheitsbewußte Lebensführung, durch frühzeitige Beteiligung an Vorsorgemaßnahmen und durch aktive Mitwirkung an Krankenbehandlung und Leistungen zur medizinischen Rehabilitation dazu beitragen, Pflegebedürftigkeit zu vermeiden.;Handlungspflicht;soll;sollen ... dazu beitragen;Bürgerinnen und Bürger;Die Versicherten;https://www.gesetze-im-internet.de/sgb_11/__6.html
SGB 11;§ 6 Absatz 2;Pflegebedürftige müssen an Rehabilitations- und aktivierender Pflege mitwirken.;Nach Eintritt der Pflegebedürftigkeit haben die Pflegebedürftigen an Leistungen zur medizinischen Rehabilitation und der aktivierenden Pflege mitzuwirken, um die Pflegebedürftigkeit zu überwinden, zu mindern oder eine Verschlimmerung zu verhindern.;Duldungs-/Mitwirkungspflicht;muss;haben ... mitzuwirken;Bürgerinnen und Bürger;die Pflegebedürftigen;https://www.gesetze-im-internet.de/sgb_11/__6.html
SGB 11;§ 7 Absatz 1;Die Pflegekassen müssen die Eigenverantwortung der Versicherten fördern.;Die Pflegekassen haben die Eigenverantwortung der Versicherten durch Aufklärung und Auskunft über eine gesunde, der Pflegebedürftigkeit vorbeugende Lebensführung zu unterstützen und auf die Teilnahme an gesundheitsfördernden Maßnahmen hinzuwirken.;Handlungspflicht;muss;haben … zu unterstützen und … hinzuwirken;Öffentliche Verwaltung;Die Pflegekassen;https://www.gesetze-im-internet.de/sgb_11/__7.html
SGB 11;§ 7 Absatz 2 Satz 1;Die Pflegekassen müssen die Versicherten, ihre Angehörigen und Lebenspartner verständlich informieren und aufklären.;Die Pflegekassen haben die Versicherten und ihre Angehörigen und Lebenspartner in den mit der Pflegebedürftigkeit zusammenhängenden Fragen, insbesondere über die Leistungen der Pflegekassen sowie über die Leistungen und Hilfen anderer Träger, in für sie verständlicher Weise zu informieren und darüber aufzuklären, dass ein Anspruch besteht auf die Übermittlung 1. des Gutachtens des Medizinischen Dienstes oder eines anderen von der Pflegekasse beauftragten Gutachters sowie 2. der gesonderten Präventions- und Rehabilitationsempfehlung gemäß § 18c Absatz 4.;Informationspflicht;muss;haben … in für sie verständlicher Weise zu informieren und darüber aufzuklären;Öffentliche Verwaltung;Die Pflegekassen;https://www.gesetze-im-internet.de/sgb_11/__7.html
SGB 11;§ 7 Absatz 2 Satz 2;Genannte Leistungserbringer und Sozialleistungsträger müssen die zuständige Pflegekasse unverzüglich benachrichtigen.;Mit Einwilligung des Versicherten haben der behandelnde Arzt, das Krankenhaus, die Rehabilitations- und Vorsorgeeinrichtungen sowie die Sozialleistungsträger unverzüglich die zuständige Pflegekasse zu benachrichtigen, wenn sich der Eintritt von Pflegebedürftigkeit abzeichnet oder wenn Pflegebedürftigkeit festgestellt wird.;Informationspflicht;muss;haben … unverzüglich … zu benachrichtigen;Wirtschaft, Öffentliche Verwaltung;der behandelnde Arzt, das Krankenhaus, die Rehabilitations- und Vorsorgeeinrichtungen sowie die Sozialleistungsträger;https://www.gesetze-im-internet.de/sgb_11/__7.html
SGB 11;§ 7 Absatz 2 Satz 3;Die zuständige Pflegekasse muss die Versicherten nach Antragseingang unverzüglich informieren.;Die zuständige Pflegekasse informiert die Versicherten unverzüglich nach Eingang eines Antrags auf Leistungen nach diesem Buch insbesondere über ihren Anspruch auf die unentgeltliche Pflegeberatung nach § 7a, den nächstgelegenen Pflegestützpunkt nach § 7c sowie die Leistungs- und Preisvergleichsliste nach Absatz 3.;Informationspflicht;muss;informiert … unverzüglich;Öffentliche Verwaltung;Die zuständige Pflegekasse;https://www.gesetze-im-internet.de/sgb_11/__7.html
SGB 11;§ 7 Absatz 2 Satz 4;Die zuständige Pflegekasse muss Auskunft geben und die Angaben auf einer eigenen Internetseite veröffentlichen.;Ebenso gibt die zuständige Pflegekasse Auskunft über die in ihren Verträgen zur integrierten Versorgung nach § 92b Absatz 2 getroffenen Festlegungen, insbesondere zu Art, Inhalt und Umfang der zu erbringenden Leistungen und der für die Versicherten entstehenden Kosten, und veröffentlicht diese Angaben auf einer eigenen Internetseite.;Informationspflicht;muss;gibt … Auskunft … und veröffentlicht;Öffentliche Verwaltung;Die zuständige Pflegekasse;https://www.gesetze-im-internet.de/sgb_11/__7.html
SGB 11;§ 7 Absatz 3 Satz 1;Die zuständige Pflegekasse muss auf Anforderung unverzüglich eine Leistungs- und Preisvergleichsliste übermitteln.;"… hat die zuständige Pflegekasse der antragstellenden Person auf Anforderung unverzüglich und in geeigneter Form eine Leistungs- und Preisvergleichsliste zu übermitteln; …";Informationspflicht;muss;hat … unverzüglich und in geeigneter Form … zu übermitteln;Öffentliche Verwaltung;die zuständige Pflegekasse;https://www.gesetze-im-internet.de/sgb_11/__7.html
SGB 11;§ 7 Absatz 3 Satz 2;Die Landesverbände der Pflegekassen müssen die Leistungs- und Preisvergleichsliste erstellen, aktualisieren und veröffentlichen.;Die Landesverbände der Pflegekassen erstellen eine Leistungs- und Preisvergleichsliste nach Satz 1, aktualisieren diese einmal im Quartal und veröffentlichen sie auf einer eigenen Internetseite.;Handlungspflicht;muss;erstellen … aktualisieren … und veröffentlichen;Öffentliche Verwaltung;Die Landesverbände der Pflegekassen;https://www.gesetze-im-internet.de/sgb_11/__7.html
SGB 11;§ 7 Absatz 3 Satz 3;Die Liste muss bestimmte Angaben in vergleichbarer Form enthalten.;Die Liste hat zumindest die jeweils geltenden Festlegungen der Vergütungsvereinbarungen nach dem Achten Kapitel sowie die im Rahmen der Vereinbarungen nach Absatz 4 übermittelten Angaben zu Art, Inhalt und Umfang der Angebote sowie zu den Kosten in einer Form zu enthalten, die einen regionalen Vergleich von Angeboten und Kosten und der regionalen Verfügbarkeit ermöglicht.;Informationspflicht;muss;hat … zu enthalten;Öffentliche Verwaltung;Die Liste;https://www.gesetze-im-internet.de/sgb_11/__7.html
SGB 11;§ 7 Absatz 3 Satz 4;Auf der Internetseite müssen weitere veröffentlichte Qualitäts- und Informationsdaten berücksichtigt werden.;Auf der Internetseite nach Satz 2 sind auch die nach § 115 Absatz 1a veröffentlichten Ergebnisse der Qualitätsprüfungen und die nach § 115 Absatz 1b veröffentlichten Informationen zu berücksichtigen.;Informationspflicht;muss;sind … zu berücksichtigen;Öffentliche Verwaltung;Die Leistungs- und Preisvergleichsliste;https://www.gesetze-im-internet.de/sgb_11/__7.html
SGB 11;§ 7 Absatz 3 Satz 5;Der Landesverband der Pflegekassen muss die Liste elektronisch zur Verfügung stellen.;Die Leistungs- und Preisvergleichsliste ist der Pflegekasse sowie dem Verband der privaten Krankenversicherung e. V. für die Wahrnehmung ihrer Aufgaben nach diesem Buch und zur Veröffentlichung nach Absatz 2 Satz 4 und 5 vom Landesverband der Pflegekassen durch elektronische Datenübertragung zur Verfügung zu stellen.;Informationspflicht;muss;ist … durch elektronische Datenübertragung zur Verfügung zu stellen;Öffentliche Verwaltung;die Pflegekasse sowie dem Verband der privaten Krankenversicherung e. V.;https://www.gesetze-im-internet.de/sgb_11/__7.html
SGB 11;§ 7 Absatz 3 Satz 6;Die Landesverbände der Pflegekassen müssen Nutzungsbedingungen erarbeiten.;"Die Landesverbände der Pflegekassen erarbeiten Nutzungsbedingungen für eine zweckgerechte, nicht gewerbliche Nutzung der Angaben nach Satz 1 durch Dritte; …";Handlungspflicht;muss;erarbeiten Nutzungsbedingungen;Öffentliche Verwaltung;Die Landesverbände der Pflegekassen;https://www.gesetze-im-internet.de/sgb_11/__7.html
SGB 11;§ 7 Absatz 4 Satz 1;Die Landesverbände der Pflegekassen und die zuständigen Stellen müssen das Nähere zur elektronischen Datenübermittlung vereinbaren.;Im Einvernehmen mit den zuständigen obersten Landesbehörden vereinbaren die Landesverbände der Pflegekassen gemeinsam mit den nach Landesrecht zuständigen Stellen für die Anerkennung der Angebote zur Unterstützung im Alltag nach den Vorschriften dieses Buches das Nähere zur Übermittlung von Angaben im Wege elektronischer Datenübertragung insbesondere zu Art, Inhalt und Umfang der Angebote, Kosten und regionaler Verfügbarkeit dieser Angebote einschließlich der Finanzierung des Verfahrens für die Übermittlung.;Duldungs-/Mitwirkungspflicht;muss;vereinbaren … das Nähere zur Übermittlung von Angaben;Öffentliche Verwaltung;die Landesverbände der Pflegekassen gemeinsam mit den nach Landesrecht zuständigen Stellen für die Anerkennung der Angebote zur Unterstützung im Alltag;https://www.gesetze-im-internet.de/sgb_11/__7.html
SGB 11;§ 7 Absatz 4 Satz 4;Der Spitzenverband Bund der Pflegekassen muss Empfehlungen für einen bundesweit einheitlichen technischen Standard abgeben.;Der Spitzenverband Bund der Pflegekassen gibt Empfehlungen für einen bundesweit einheitlichen technischen Standard zur elektronischen Datenübermittlung ab.;Handlungspflicht;muss;gibt Empfehlungen … ab;Öffentliche Verwaltung;Der Spitzenverband Bund der Pflegekassen;https://www.gesetze-im-internet.de/sgb_11/__7.html
SGB 11;§ 7a Absatz 1 Satz 2;Die Pflegekassen sollen Anspruchsberechtigten vor der ersten Beratung einen zuständigen Pflegeberater, eine zuständige Pflegeberaterin oder eine sonstige Beratungsstelle benennen.;Anspruchsberechtigten soll durch die Pflegekassen vor der erstmaligen Beratung unverzüglich ein zuständiger Pflegeberater, eine zuständige Pflegeberaterin oder eine sonstige Beratungsstelle benannt werden.;Informationspflicht;soll;soll durch die Pflegekassen ... benannt werden;Öffentliche Verwaltung;die Pflegekassen;https://www.gesetze-im-internet.de/sgb_11/__7a.html
SGB 11;§ 7a Absatz 1 Satz 3 Nummer 1;Die Pflegeberatung muss den Hilfebedarf systematisch erfassen und analysieren.;Aufgabe der Pflegeberatung ist es insbesondere, 1. den Hilfebedarf unter Berücksichtigung der Ergebnisse der Begutachtung durch den Medizinischen Dienst sowie, wenn die nach Satz 1 anspruchsberechtigte Person zustimmt, die Ergebnisse der Beratung in der eigenen Häuslichkeit nach § 37 Absatz 3 systematisch zu erfassen und zu analysieren,;Handlungspflicht;muss;systematisch zu erfassen und zu analysieren;Öffentliche Verwaltung;die Pflegeberatung;https://www.gesetze-im-internet.de/sgb_11/__7a.html
SGB 11;§ 7a Absatz 1 Satz 3 Nummer 2;Die Pflegeberatung muss einen individuellen Versorgungsplan erstellen.;Aufgabe der Pflegeberatung ist es insbesondere, 2. einen individuellen Versorgungsplan mit den im Einzelfall erforderlichen Sozialleistungen und gesundheitsfördernden, präventiven, kurativen, rehabilitativen oder sonstigen medizinischen sowie pflegerischen und sozialen Hilfen zu erstellen,;Handlungspflicht;muss;zu erstellen;Öffentliche Verwaltung;die Pflegeberatung;https://www.gesetze-im-internet.de/sgb_11/__7a.html
SGB 11;§ 7a Absatz 1 Satz 3 Nummer 3;Die Pflegeberatung muss auf die für den Versorgungsplan erforderlichen Maßnahmen hinwirken.;Aufgabe der Pflegeberatung ist es insbesondere, 3. auf die für die Durchführung des Versorgungsplans erforderlichen Maßnahmen einschließlich deren Genehmigung durch den jeweiligen Leistungsträger hinzuwirken, insbesondere hinsichtlich einer Empfehlung zur medizinischen Rehabilitation gemäß § 18b Absatz 1 Satz 1 Nummer 2 und Absatz 2,;Handlungspflicht;muss;hinzuwirken;Öffentliche Verwaltung;die Pflegeberatung;https://www.gesetze-im-internet.de/sgb_11/__7a.html
SGB 11;§ 7a Absatz 1 Satz 3 Nummer 4;Die Pflegeberatung muss die Durchführung des Versorgungsplans überwachen und anpassen.;Aufgabe der Pflegeberatung ist es insbesondere, 4. die Durchführung des Versorgungsplans zu überwachen und erforderlichenfalls einer veränderten Bedarfslage anzupassen,;Handlungspflicht;muss;zu überwachen und erforderlichenfalls ... anzupassen;Öffentliche Verwaltung;die Pflegeberatung;https://www.gesetze-im-internet.de/sgb_11/__7a.html
SGB 11;§ 7a Absatz 1 Satz 3 Nummer 5;Die Pflegeberatung muss den Hilfeprozess auswerten und dokumentieren.;Aufgabe der Pflegeberatung ist es insbesondere, 5. bei besonders komplexen Fallgestaltungen den Hilfeprozess auszuwerten und zu dokumentieren sowie;Handlungspflicht;muss;auszuwerten und zu dokumentieren;Öffentliche Verwaltung;die Pflegeberatung;https://www.gesetze-im-internet.de/sgb_11/__7a.html
SGB 11;§ 7a Absatz 1 Satz 3 Nummer 6;Die Pflegeberatung muss über Leistungen zur Entlastung der Pflegepersonen informieren.;Aufgabe der Pflegeberatung ist es insbesondere, 6. über Leistungen zur Entlastung der Pflegepersonen zu informieren.;Informationspflicht;muss;zu informieren;Öffentliche Verwaltung;die Pflegeberatung;https://www.gesetze-im-internet.de/sgb_11/__7a.html
SGB 11;§ 7a Absatz 1 Satz 6;Der Hilfesuchende und die Beteiligten sollen bei Erstellung und Umsetzung des Versorgungsplans Einvernehmen anstreben.;Bei Erstellung und Umsetzung des Versorgungsplans ist Einvernehmen mit dem Hilfesuchenden und allen an der Pflege, Versorgung und Betreuung Beteiligten anzustreben.;Handlungspflicht;soll;ist ... anzustreben;Bürgerinnen und Bürger, Öffentliche Verwaltung;der Hilfesuchende und alle an der Pflege, Versorgung und Betreuung Beteiligten;https://www.gesetze-im-internet.de/sgb_11/__7a.html
SGB 11;§ 7a Absatz 1 Satz 7;Die zuständigen Leistungsträger müssen frühzeitig zur Abstimmung einbezogen werden.;Soweit Leistungen nach sonstigen bundes- oder landesrechtlichen Vorschriften erforderlich sind, sind die zuständigen Leistungsträger frühzeitig mit dem Ziel der Abstimmung einzubeziehen.;Duldungs-/Mitwirkungspflicht;muss;sind ... frühzeitig ... einzubeziehen;Öffentliche Verwaltung;die zuständigen Leistungsträger;https://www.gesetze-im-internet.de/sgb_11/__7a.html
SGB 11;§ 7a Absatz 1 Satz 8;Eine enge Zusammenarbeit mit anderen Koordinierungsstellen muss sichergestellt werden.;Eine enge Zusammenarbeit mit anderen Koordinierungsstellen, insbesondere den Ansprechstellen der Rehabilitationsträger nach § 12 Absatz 1 Satz 3 des Neunten Buches, ist sicherzustellen.;Handlungspflicht;muss;ist sicherzustellen;Öffentliche Verwaltung;eine enge Zusammenarbeit mit anderen Koordinierungsstellen;https://www.gesetze-im-internet.de/sgb_11/__7a.html
SGB 11;§ 7a Absatz 1 Satz 10;Es muss sichergestellt werden, dass im Pflegestützpunkt Pflegeberatung genutzt werden kann und unabhängig ist.;Es ist sicherzustellen, dass im jeweiligen Pflegestützpunkt nach § 7c Pflegeberatung im Sinne dieser Vorschrift in Anspruch genommen werden kann und die Unabhängigkeit der Beratung gewährleistet ist.;Handlungspflicht;muss;ist sicherzustellen;Öffentliche Verwaltung;es;https://www.gesetze-im-internet.de/sgb_11/__7a.html
SGB 11;§ 7a Absatz 2 Satz 5;Der Antrag muss unverzüglich an die zuständige Pflege- oder Krankenkasse übermittelt werden.;Der Antrag ist unverzüglich der zuständigen Pflege- oder Krankenkasse zu übermitteln, die den Leistungsbescheid unverzüglich dem Antragsteller und zeitgleich dem Pflegeberater oder der Pflegeberaterin zuleitet.;Informationspflicht;muss;ist unverzüglich ... zu übermitteln;Öffentliche Verwaltung;der Antrag;https://www.gesetze-im-internet.de/sgb_11/__7a.html
SGB 11;§ 7a Absatz 2 Satz 5;Die zuständige Pflege- oder Krankenkasse muss den Leistungsbescheid unverzüglich zuleiten.;Der Antrag ist unverzüglich der zuständigen Pflege- oder Krankenkasse zu übermitteln, die den Leistungsbescheid unverzüglich dem Antragsteller und zeitgleich dem Pflegeberater oder der Pflegeberaterin zuleitet.;Informationspflicht;muss;den Leistungsbescheid unverzüglich ... zuleitet;Öffentliche Verwaltung;die zuständige Pflege- oder Krankenkasse;https://www.gesetze-im-internet.de/sgb_11/__7a.html
SGB 11;§ 7a Absatz 3 Satz 1;Die Anzahl der Pflegeberaterinnen und Pflegeberater muss so bemessen werden, dass die Aufgaben zeitnah und umfassend wahrgenommen werden können.;Die Anzahl von Pflegeberatern und Pflegeberaterinnen ist so zu bemessen, dass die Aufgaben nach Absatz 1 im Interesse der Hilfesuchenden zeitnah und umfassend wahrgenommen werden können.;Handlungspflicht;muss;ist so zu bemessen;Öffentliche Verwaltung;die Anzahl von Pflegeberatern und Pflegeberaterinnen;https://www.gesetze-im-internet.de/sgb_11/__7a.html
SGB 11;§ 7a Absatz 3 Satz 2;Die Pflegekassen müssen für die persönliche Beratung und Betreuung entsprechend qualifiziertes Personal einsetzen.;Die Pflegekassen setzen für die persönliche Beratung und Betreuung durch Pflegeberater und Pflegeberaterinnen entsprechend qualifiziertes Personal ein, insbesondere Pflegefachpersonen, Sozialversicherungsfachangestellte oder Sozialarbeiter mit der jeweils erforderlichen Zusatzqualifikation.;Handlungspflicht;muss;setzen ... ein;Öffentliche Verwaltung;die Pflegekassen;https://www.gesetze-im-internet.de/sgb_11/__7a.html
