norm;referenz;vorgabe_zusammenfassung;zitat;art_der_vorgabe;pflichtstaerke;sprachlicher_indikator;normadressat_kategorie;normadressat_text;quelle
GVG;§ 21d Absatz 2 Satz 1;Bei Unterschreiten der Mindestzahl sind bei der nächsten Wahl eine bestimmte Zahl Richter zu wählen.;Ist die Zahl der Richterplanstellen bei einem Gericht mit einem Präsidium nach § 21a Abs. 2 Nr. 1 bis 3 unter die jeweils genannte Mindestzahl gefallen, so ist bei der nächsten Wahl, die nach § 21b Abs. 4 stattfindet, die folgende Zahl von Richtern zu wählen: 1. bei einem Gericht mit einem Präsidium nach § 21a Abs. 2 Nr. 1 vier Richter, 2. bei einem Gericht mit einem Präsidium nach § 21a Abs. 2 Nr. 2 drei Richter, 3. bei einem Gericht mit einem Präsidium nach § 21a Abs. 2 Nr. 3 zwei Richter.;Handlungspflicht;muss;ist … zu wählen;Öffentliche Verwaltung;die bei der nächsten Wahl, die nach § 21b Abs. 4 stattfindet, zu wählenden Richter;https://www.gesetze-im-internet.de/gvg/__21d.html
GVG;§ 21d Absatz 3 Satz 1;Bei Überschreiten der Höchstzahl sind bei der nächsten Wahl eine bestimmte Zahl Richter zu wählen.;Ist die Zahl der Richterplanstellen bei einem Gericht mit einem Präsidium nach § 21a Abs. 2 Nr. 2 bis 4 über die für die bisherige Größe des Präsidiums maßgebende Höchstzahl gestiegen, so ist bei der nächsten Wahl, die nach § 21b Abs. 4 stattfindet, die folgende Zahl von Richtern zu wählen: 1. bei einem Gericht mit einem Präsidium nach § 21a Abs. 2 Nr. 2 sechs Richter, 2. bei einem Gericht mit einem Präsidium nach § 21a Abs. 2 Nr. 3 fünf Richter, 3. bei einem Gericht mit einem Präsidium nach § 21a Abs. 2 Nr. 4 vier Richter.;Handlungspflicht;muss;ist … zu wählen;Öffentliche Verwaltung;die bei der nächsten Wahl, die nach § 21b Abs. 4 stattfindet, zu wählenden Richter;https://www.gesetze-im-internet.de/gvg/__21d.html
GVG;§ 21e Absatz 1 Satz 1;Das Präsidium muss die Spruchkörper besetzen, Ermittlungsrichter bestellen, die Vertretung regeln und die Geschäfte verteilen.;Das Präsidium bestimmt die Besetzung der Spruchkörper, bestellt die Ermittlungsrichter, regelt die Vertretung und verteilt die Geschäfte.;Handlungspflicht;muss;bestimmt ... bestellt ... regelt ... verteilt;Öffentliche Verwaltung;Das Präsidium;https://www.gesetze-im-internet.de/gvg/__21e.html
GVG;§ 21e Absatz 1 Satz 2;Das Präsidium muss die Anordnungen vor Beginn des Geschäftsjahres für dessen Dauer treffen.;Es trifft diese Anordnungen vor dem Beginn des Geschäftsjahres für dessen Dauer.;Handlungspflicht;muss;trifft diese Anordnungen;Öffentliche Verwaltung;Das Präsidium;https://www.gesetze-im-internet.de/gvg/__21e.html
GVG;§ 21e Absatz 1 Satz 3;Der Präsident muss festlegen, welche richterlichen Aufgaben er wahrnimmt.;Der Präsident bestimmt, welche richterlichen Aufgaben er wahrnimmt.;Handlungspflicht;muss;bestimmt;Öffentliche Verwaltung;Der Präsident;https://www.gesetze-im-internet.de/gvg/__21e.html
GVG;§ 21e Absatz 2;Den nicht dem Präsidium angehörenden Richtern muss vor der Geschäftsverteilung Gelegenheit zur Äußerung gegeben werden.;Vor der Geschäftsverteilung ist den Richtern, die nicht Mitglied des Präsidiums sind, Gelegenheit zur Äußerung zu geben.;Duldungs-/Mitwirkungspflicht;muss;ist ... Gelegenheit zur Äußerung zu geben;Öffentliche Verwaltung;den Richtern, die nicht Mitglied des Präsidiums sind;https://www.gesetze-im-internet.de/gvg/__21e.html
GVG;§ 21e Absatz 3 Satz 1;Die Anordnungen nach Absatz 1 dürfen im Geschäftsjahr nur unter den genannten Gründen geändert werden.;Die Anordnungen nach Absatz 1 dürfen im Laufe des Geschäftsjahres nur geändert werden, wenn dies wegen Überlastung oder ungenügender Auslastung eines Richters oder Spruchkörpers oder infolge Wechsels oder dauernder Verhinderung einzelner Richter nötig wird.;Unterlassungspflicht;muss;dürfen ... nur geändert werden, wenn;Öffentliche Verwaltung;Die Anordnungen nach Absatz 1;https://www.gesetze-im-internet.de/gvg/__21e.html
GVG;§ 21e Absatz 3 Satz 2;Den betroffenen Vorsitzenden Richtern muss vor der Änderung Gelegenheit zur Äußerung gegeben werden.;Vor der Änderung ist den Vorsitzenden Richtern, deren Spruchkörper von der Änderung der Geschäftsverteilung berührt wird, Gelegenheit zu einer Äußerung zu geben.;Duldungs-/Mitwirkungspflicht;muss;ist ... Gelegenheit zu einer Äußerung zu geben;Öffentliche Verwaltung;den Vorsitzenden Richtern, deren Spruchkörper von der Änderung der Geschäftsverteilung berührt wird;https://www.gesetze-im-internet.de/gvg/__21e.html
GVG;§ 21e Absatz 5;Ein Richter muss vor seiner Zuteilung zu einem anderen Spruchkörper oder einer Änderung seines Zuständigkeitsbereichs Gelegenheit zur Äußerung erhalten.;Soll ein Richter einem anderen Spruchkörper zugeteilt oder soll sein Zuständigkeitsbereich geändert werden, so ist ihm, außer in Eilfällen, vorher Gelegenheit zu einer Äußerung zu geben.;Duldungs-/Mitwirkungspflicht;muss;ist ihm ... vorher Gelegenheit zu einer Äußerung zu geben;Öffentliche Verwaltung;ihm;https://www.gesetze-im-internet.de/gvg/__21e.html
GVG;§ 21e Absatz 6;Das Präsidium muss vor der Freistellung eines Richters für Aufgaben der Justizverwaltung angehört werden.;Soll ein Richter für Aufgaben der Justizverwaltung ganz oder teilweise freigestellt werden, so ist das Präsidium vorher zu hören.;Duldungs-/Mitwirkungspflicht;muss;ist das Präsidium vorher zu hören;Öffentliche Verwaltung;das Präsidium;https://www.gesetze-im-internet.de/gvg/__21e.html
GVG;§ 21e Absatz 7 Satz 1;Das Präsidium muss mit Stimmenmehrheit entscheiden.;Das Präsidium entscheidet mit Stimmenmehrheit.;Handlungspflicht;muss;entscheidet mit Stimmenmehrheit;Öffentliche Verwaltung;Das Präsidium;https://www.gesetze-im-internet.de/gvg/__21e.html
GVG;§ 21e Absatz 9;Der Geschäftsverteilungsplan muss zur Einsichtnahme ausgelegt werden.;"Der Geschäftsverteilungsplan des Gerichts ist in der von dem Präsidenten oder aufsichtführenden Richter bestimmten Geschäftsstelle des Gerichts zur Einsichtnahme aufzulegen; einer Veröffentlichung bedarf es nicht.";Handlungspflicht;muss;ist ... zur Einsichtnahme aufzulegen;Öffentliche Verwaltung;Der Geschäftsverteilungsplan des Gerichts;https://www.gesetze-im-internet.de/gvg/__21e.html
GVG;§ 21f Absatz 1;Der Präsident und die Vorsitzenden Richter müssen den Vorsitz in den Spruchkörpern führen.;(1) Den Vorsitz in den Spruchkörpern bei den Landgerichten, bei den Oberlandesgerichten sowie bei dem Bundesgerichtshof führen der Präsident und die Vorsitzenden Richter.;Handlungspflicht;muss;führen der Präsident und die Vorsitzenden Richter;Öffentliche Verwaltung;der Präsident und die Vorsitzenden Richter;https://www.gesetze-im-internet.de/gvg/__21f.html
GVG;§ 21f Absatz 2 Satz 1;Das vom Präsidium bestimmte Mitglied des Spruchkörpers muss bei Verhinderung des Vorsitzenden den Vorsitz führen.;(2) Bei Verhinderung des Vorsitzenden führt den Vorsitz das vom Präsidium bestimmte Mitglied des Spruchkörpers.;Handlungspflicht;muss;führt den Vorsitz;Öffentliche Verwaltung;das vom Präsidium bestimmte Mitglied des Spruchkörpers;https://www.gesetze-im-internet.de/gvg/__21f.html
GVG;§ 21f Absatz 2 Satz 2;Das dienstälteste oder bei gleichem Dienstalter das lebensälteste Mitglied des Spruchkörpers muss den Vorsitz führen, wenn auch der Vertreter verhindert ist.;Ist auch dieser Vertreter verhindert, führt das dienstälteste, bei gleichem Dienstalter das lebensälteste Mitglied des Spruchkörpers den Vorsitz.;Handlungspflicht;muss;führt das dienstälteste, bei gleichem Dienstalter das lebensälteste Mitglied des Spruchkörpers den Vorsitz;Öffentliche Verwaltung;das dienstälteste, bei gleichem Dienstalter das lebensälteste Mitglied des Spruchkörpers;https://www.gesetze-im-internet.de/gvg/__21f.html
GVG;§ 21g Absatz 6;Vor der Beschlussfassung muss den betroffenen Berufsrichtern Gelegenheit zur Äußerung gegeben werden.;Vor der Beschlussfassung ist den Berufsrichtern, die von dem Beschluss betroffen werden, Gelegenheit zur Äußerung zu geben.;Duldungs-/Mitwirkungspflicht;muss;ist ... Gelegenheit zur Äußerung zu geben;Öffentliche Verwaltung;den Berufsrichtern, die von dem Beschluss betroffen werden;https://www.gesetze-im-internet.de/gvg/__21g.html
GVG;§ 21i Absatz 2 Satz 1;Der Präsident oder aufsichtführende Richter muss erforderliche Anordnungen treffen, wenn das Präsidium nicht rechtzeitig entscheiden kann.;Sofern eine Entscheidung des Präsidiums nicht rechtzeitig ergehen kann, werden die in § 21e bezeichneten Anordnungen von dem Präsidenten oder aufsichtführenden Richter getroffen.;Handlungspflicht;muss;werden … getroffen;Öffentliche Verwaltung;der Präsidenten oder aufsichtführenden Richter;https://www.gesetze-im-internet.de/gvg/__21i.html
GVG;§ 21i Absatz 2 Satz 2;Der Präsident oder aufsichtführende Richter muss die Gründe der Anordnung schriftlich festhalten.;Die Gründe für die getroffene Anordnung sind schriftlich niederzulegen.;Informationspflicht;muss;sind schriftlich niederzulegen;Öffentliche Verwaltung;der Präsidenten oder aufsichtführenden Richter;https://www.gesetze-im-internet.de/gvg/__21i.html
GVG;§ 21i Absatz 2 Satz 3;Die Anordnung muss dem Präsidium unverzüglich zur Genehmigung vorgelegt werden.;Die Anordnung ist dem Präsidium unverzüglich zur Genehmigung vorzulegen.;Informationspflicht;muss;ist dem Präsidium unverzüglich zur Genehmigung vorzulegen;Öffentliche Verwaltung;die getroffene Anordnung;https://www.gesetze-im-internet.de/gvg/__21i.html
GVG;§ 21j Absatz 2 Satz 1;Das Präsidium ist innerhalb von drei Monaten nach Errichtung des Gerichts zu bilden.;Ein Präsidium nach § 21a Abs. 2 Nr. 1 bis 4 ist innerhalb von drei Monaten nach der Errichtung des Gerichts zu bilden.;Handlungspflicht;muss;ist innerhalb von drei Monaten … zu bilden;Öffentliche Verwaltung;Ein Präsidium nach § 21a Abs. 2 Nr. 1 bis 4;https://www.gesetze-im-internet.de/gvg/__21j.html
GVG;§ 21j Absatz 4 Satz 1;Der Präsident oder aufsichtführende Richter nimmt bei der erstmaligen Bestellung des Wahlvorstandes die Aufgaben nach der Wahlordnung wahr.;Die Aufgaben nach § 1 Abs. 2 Satz 2 und 3 und Abs. 3 der Wahlordnung für die Präsidien der Gerichte vom 19. September 1972 (BGBl. I S. 1821) nimmt bei der erstmaligen Bestellung des Wahlvorstandes der Präsident oder aufsichtführende Richter wahr.;Handlungspflicht;muss;nimmt … wahr;Öffentliche Verwaltung;der Präsident oder aufsichtführende Richter;https://www.gesetze-im-internet.de/gvg/__21j.html
GVG;§ 22 Absatz 3 Satz 2;Die Landesjustizverwaltung muss einem Richter die allgemeine Dienstaufsicht übertragen, wenn sie diese nicht dem Präsidenten des übergeordneten Landgerichts überträgt und das Amtsgericht mit mehreren Richtern besetzt ist.;Geschieht dies nicht, so ist, wenn das Amtsgericht mit mehreren Richtern besetzt ist, einem von ihnen von der Landesjustizverwaltung die allgemeine Dienstaufsicht zu übertragen.;Handlungspflicht;muss;ist ... zu übertragen;Öffentliche Verwaltung;die Landesjustizverwaltung;https://www.gesetze-im-internet.de/gvg/__22.html
GVG;§ 22 Absatz 4;Jeder Richter beim Amtsgericht muss seine Geschäfte als Einzelrichter erledigen.;Jeder Richter beim Amtsgericht erledigt die ihm obliegenden Geschäfte, soweit dieses Gesetz nichts anderes bestimmt, als Einzelrichter.;Handlungspflicht;muss;erledigt ... als Einzelrichter;Öffentliche Verwaltung;Jeder Richter beim Amtsgericht;https://www.gesetze-im-internet.de/gvg/__22.html
GVG;§ 22 Absatz 6 Satz 1;Ein Richter auf Probe darf im ersten Jahr nach seiner Ernennung keine Geschäfte in Insolvenz- und Restrukturierungssachen wahrnehmen.;Ein Richter auf Probe darf im ersten Jahr nach seiner Ernennung Geschäfte in Insolvenz- und Restrukturierungssachen nicht wahrnehmen.;Unterlassungspflicht;muss;darf ... nicht wahrnehmen;Öffentliche Verwaltung;Ein Richter auf Probe;https://www.gesetze-im-internet.de/gvg/__22.html
GVG;§ 22 Absatz 6 Satz 2;Richter in Insolvenz- und Restrukturierungssachen sollen über die erforderlichen belegbaren Kenntnisse verfügen.;Richter in Insolvenz- und Restrukturierungssachen sollen, soweit dies zur Erfüllung der jeweiligen Richtergeschäftsaufgabe erforderlich ist, über belegbare Kenntnisse auf den Gebieten des Insolvenzrechts, des Restrukturierungsrechts, des Handels- und Gesellschaftsrechts sowie über Grundkenntnisse der für das Insolvenz- und Restrukturierungsverfahren notwendigen Teile des Arbeits-, Sozial- und Steuerrechts und des Rechnungswesens verfügen.;Handlungspflicht;soll;sollen ... über ... verfügen;Öffentliche Verwaltung;Richter in Insolvenz- und Restrukturierungssachen;https://www.gesetze-im-internet.de/gvg/__22.html
GVG;§ 22b Absatz 1;Das Präsidium des Landgerichts muss einen Richter des Bezirks mit der ständigen Vertretung beauftragen, wenn ein Amtsgericht nur mit einem Richter besetzt ist.;Ist ein Amtsgericht nur mit einem Richter besetzt, so beauftragt das Präsidium des Landgerichts einen Richter seines Bezirks mit der ständigen Vertretung dieses Richters.;Handlungspflicht;muss;beauftragt das Präsidium des Landgerichts;Öffentliche Verwaltung;das Präsidium des Landgerichts;https://www.gesetze-im-internet.de/gvg/__22b.html
GVG;§ 22b Absatz 2;Das Präsidium des Landgerichts muss bei nötiger vorübergehender Vertretung einen Richter des Bezirks mit der Vertretung beauftragen.;Wird an einem Amtsgericht die vorübergehende Vertretung durch einen Richter eines anderen Gerichts nötig, so beauftragt das Präsidium des Landgerichts einen Richter seines Bezirks längstens für zwei Monate mit der Vertretung.;Handlungspflicht;muss;beauftragt das Präsidium des Landgerichts;Öffentliche Verwaltung;das Präsidium des Landgerichts;https://www.gesetze-im-internet.de/gvg/__22b.html
GVG;§ 22b Absatz 3 Satz 2;Der Präsident des Landgerichts muss die Gründe der Anordnung schriftlich festhalten.;Die Gründe für die getroffene Anordnung sind schriftlich niederzulegen.;Informationspflicht;muss;sind schriftlich niederzulegen;Öffentliche Verwaltung;der Präsident des Landgerichts;https://www.gesetze-im-internet.de/gvg/__22b.html
GVG;§ 22c Absatz 1 Satz 3;Die Landesregierungen bestimmen per Rechtsverordnung die Heranziehung von Richtern zum Bereitschaftsdienst.;Die Landesregierungen werden ermächtigt, durch Rechtsverordnung zu bestimmen, dass … ein gemeinsamer Bereitschaftsdienstplan aufgestellt wird oder ein Amtsgericht Geschäfte des Bereitschaftsdienstes ganz oder teilweise wahrnimmt, wenn dies zur Sicherstellung einer gleichmäßigeren Belastung der Richter mit Bereitschaftsdiensten angezeigt ist. Zu dem Bereitschaftsdienst sind die Richter der in Satz 1 bezeichneten Amtsgerichte heranzuziehen. In der Verordnung nach Satz 1 kann bestimmt werden, dass auch die Richter der Landgerichte heranzuziehen sind.;Handlungspflicht;muss;Zu dem Bereitschaftsdienst sind … heranzuziehen;Öffentliche Verwaltung;die Landesregierungen;https://www.gesetze-im-internet.de/gvg/__22c.html
GVG;§ 22c Absatz 1 Satz 4;Die Präsidien der Landgerichte und der betroffenen Amtsgerichte beschließen die Verteilung der Bereitschaftsdienstgeschäfte.;Über die Verteilung der Geschäfte des Bereitschaftsdienstes beschließen nach Maßgabe des § 21e im Einvernehmen die Präsidien der Landgerichte sowie im Einvernehmen mit den Präsidien der betroffenen Amtsgerichte.;Handlungspflicht;muss;beschließen … im Einvernehmen;Öffentliche Verwaltung;die Präsidien der Landgerichte sowie … die Präsidien der betroffenen Amtsgerichte;https://www.gesetze-im-internet.de/gvg/__22c.html
GVG;§ 22c Absatz 1 Satz 5;Das Präsidium des Oberlandesgerichts entscheidet, wenn keine Einigung zustande kommt.;Kommt eine Einigung nicht zustande, obliegt die Beschlussfassung dem Präsidium des Oberlandesgerichts, zu dessen Bezirk die Landgerichte gehören.;Handlungspflicht;muss;obliegt die Beschlussfassung;Öffentliche Verwaltung;das Präsidium des Oberlandesgerichts;https://www.gesetze-im-internet.de/gvg/__22c.html
GVG;§ 23b Absatz 2 Satz 2;Die zuständigen Stellen sollen Familiensachen mit demselben Personenkreis derselben Abteilung zuweisen.;Werden mehrere Abteilungen für Familiensachen gebildet, so sollen alle Familiensachen, die denselben Personenkreis betreffen, derselben Abteilung zugewiesen werden.;Handlungspflicht;soll;sollen ... derselben Abteilung zugewiesen werden;Öffentliche Verwaltung;alle Familiensachen;https://www.gesetze-im-internet.de/gvg/__23b.html
GVG;§ 23b Absatz 2 Satz 3;Die betroffene Abteilung muss die Sache von Amts wegen an die Abteilung der Ehesache abgeben.;Wird eine Ehesache rechtshängig, während eine andere Familiensache, die denselben Personenkreis oder ein gemeinschaftliches Kind der Ehegatten betrifft, bei einer anderen Abteilung im ersten Rechtszug anhängig ist, ist diese von Amts wegen an die Abteilung der Ehesache abzugeben.;Unterlassungspflicht;muss;ist diese von Amts wegen an die Abteilung der Ehesache abzugeben;Öffentliche Verwaltung;die andere Abteilung im ersten Rechtszug;https://www.gesetze-im-internet.de/gvg/__23b.html
GVG;§ 23b Absatz 2 Satz 4;Die betroffene Abteilung muss die Sache von Amts wegen an die erstgenannte Abteilung abgeben.;"Wird bei einer Abteilung ein Antrag in einem Verfahren nach den §§ 10 bis 12 des Internationalen Familienrechtsverfahrensgesetzes vom 26. Januar 2005 (BGBl. I S. 162) anhängig, während eine Familiensache, die dasselbe Kind betrifft, bei einer anderen Abteilung im ersten Rechtszug anhängig ist, ist diese von Amts wegen an die erstgenannte Abteilung abzugeben; dies gilt nicht, wenn der Antrag offensichtlich unzulässig ist.";Unterlassungspflicht;muss;ist diese von Amts wegen an die erstgenannte Abteilung abzugeben;Öffentliche Verwaltung;die andere Abteilung im ersten Rechtszug;https://www.gesetze-im-internet.de/gvg/__23b.html
GVG;§ 23b Absatz 3 Satz 2;Ein Richter auf Probe darf im ersten Jahr keine Geschäfte des Familienrichters wahrnehmen.;Ein Richter auf Probe darf im ersten Jahr nach seiner Ernennung Geschäfte des Familienrichters nicht wahrnehmen.;Unterlassungspflicht;muss;darf ... nicht wahrnehmen;Öffentliche Verwaltung;Ein Richter auf Probe;https://www.gesetze-im-internet.de/gvg/__23b.html
GVG;§ 23b Absatz 3 Satz 3;Richter in Familiensachen sollen die genannten Kenntnisse und Grundkenntnisse besitzen.;Richter in Familiensachen sollen über belegbare Kenntnisse auf den Gebieten des Familienrechts, insbesondere des Kindschaftsrechts, des Familienverfahrensrechts und der für das Verfahren in Familiensachen notwendigen Teile des Kinder-und Jugendhilferechts sowie über belegbare Grundkenntnisse der Psychologie, insbesondere der Entwicklungspsychologie des Kindes, und der Kommunikation mit Kindern verfügen.;Handlungspflicht;soll;sollen ... verfügen;Öffentliche Verwaltung;Richter in Familiensachen;https://www.gesetze-im-internet.de/gvg/__23b.html
GVG;§ 23b Absatz 3 Satz 4;Die Aufgaben eines Familienrichters dürfen einem Richter ohne belegte Kenntnisse nur unter der genannten Voraussetzung zugewiesen werden.;Einem Richter, dessen Kenntnisse auf diesen Gebieten nicht belegt sind, dürfen die Aufgaben eines Familienrichters nur zugewiesen werden, wenn der Erwerb der Kenntnisse alsbald zu erwarten ist.;Unterlassungspflicht;muss;dürfen ... nur zugewiesen werden, wenn;Öffentliche Verwaltung;ein Richter, dessen Kenntnisse auf diesen Gebieten nicht belegt sind;https://www.gesetze-im-internet.de/gvg/__23b.html
GVG;§ 23c Absatz 2 Satz 2;Ein Richter auf Probe muss im ersten Jahr nach seiner Ernennung die Geschäfte des Betreuungsrichters unterlassen.;Ein Richter auf Probe darf im ersten Jahr nach seiner Ernennung Geschäfte des Betreuungsrichters nicht wahrnehmen.;Unterlassungspflicht;muss;darf … nicht wahrnehmen;Öffentliche Verwaltung;Ein Richter auf Probe;https://www.gesetze-im-internet.de/gvg/__23c.html
GVG;§ 24 Absatz 2;Das Amtsgericht darf keine Strafe über vier Jahre Freiheitsstrafe und keine Unterbringung in einem psychiatrischen Krankenhaus oder Sicherungsverwahrung verhängen.;Das Amtsgericht darf nicht auf eine höhere Strafe als vier Jahre Freiheitsstrafe und nicht auf die Unterbringung in einem psychiatrischen Krankenhaus, allein oder neben einer Strafe, oder in der Sicherungsverwahrung erkennen.;Unterlassungspflicht;muss;darf nicht auf ... erkennen;Öffentliche Verwaltung;Das Amtsgericht;https://www.gesetze-im-internet.de/gvg/__24.html
GVG;§ 26 Absatz 2;Die Staatsanwaltschaft soll unter bestimmten Voraussetzungen Anklage bei den Jugendgerichten erheben.;In Jugendschutzsachen soll die Staatsanwaltschaft Anklage bei den Jugendgerichten erheben, wenn damit die schutzwürdigen Interessen von Kindern oder Jugendlichen, die in dem Verfahren als Zeugen benötigt werden, besser gewahrt werden können. Im Übrigen soll die Staatsanwaltschaft Anklage bei den Jugendgerichten nur erheben, wenn aus sonstigen Gründen eine Verhandlung vor dem Jugendgericht zweckmäßig erscheint.;Handlungspflicht;soll;soll die Staatsanwaltschaft Anklage bei den Jugendgerichten erheben;Öffentliche Verwaltung;die Staatsanwaltschaft;https://www.gesetze-im-internet.de/gvg/__26.html
GVG;§ 26 Absatz 3;Die Staatsanwaltschaft soll die Regeln der Absätze 1 und 2 auch bei Anträgen auf gerichtliche Untersuchungshandlungen im Ermittlungsverfahren entsprechend anwenden.;Die Absätze 1 und 2 gelten entsprechend für die Beantragung gerichtlicher Untersuchungshandlungen im Ermittlungsverfahren.;Handlungspflicht;soll;gelten entsprechend für die Beantragung gerichtlicher Untersuchungshandlungen im Ermittlungsverfahren;Öffentliche Verwaltung;die Staatsanwaltschaft;https://www.gesetze-im-internet.de/gvg/__26.html
GVG;§ 29 Absatz 1 Satz 2;Ein Richter auf Probe darf im ersten Jahr nach seiner Ernennung nicht als Vorsitzender tätig sein.;Ein Richter auf Probe darf im ersten Jahr nach seiner Ernennung nicht Vorsitzender sein.;Unterlassungspflicht;muss;darf ... nicht Vorsitzender sein;Öffentliche Verwaltung;ein Richter auf Probe;https://www.gesetze-im-internet.de/gvg/__29.html
GVG;§ 30 Absatz 1;Die Schöffen müssen in der Hauptverhandlung das Richteramt ausüben und an bestimmten Entscheidungen teilnehmen.;Insoweit das Gesetz nicht Ausnahmen bestimmt, üben die Schöffen während der Hauptverhandlung das Richteramt in vollem Umfang und mit gleichem Stimmrecht wie die Richter beim Amtsgericht aus und nehmen auch an den im Laufe einer Hauptverhandlung zu erlassenden Entscheidungen teil, die in keiner Beziehung zu der Urteilsfällung stehen und die auch ohne mündliche Verhandlung erlassen werden können.;Handlungspflicht;muss;üben … aus und nehmen … teil;Öffentliche Verwaltung;die Schöffen;https://www.gesetze-im-internet.de/gvg/__30.html
